0	5.79573e-60
1	1.56129e-59
2	-2.7011e-59
3	2.11555e-58
4	-1.05195e-57
5	5.59614e-57
6	-2.87863e-56
7	1.46414e-55
8	-7.32797e-55
9	3.61321e-54
10	-1.75481e-53
11	8.39542e-53
12	-3.95685e-52
13	1.83725e-51
14	-8.40454e-51
15	3.78777e-50
16	-1.68175e-49
17	7.35542e-49
18	-3.16844e-48
19	1.34385e-47
20	-5.60963e-47
21	2.30305e-46
22	-9.29057e-46
23	3.67744e-45
24	-1.42543e-44
25	5.3949e-44
26	-1.98517e-43
27	7.05556e-43
28	-2.39624e-42
29	7.62933e-42
30	-2.18862e-41
31	5.07875e-41
32	-5.1909e-41
33	-3.93195e-40
34	3.8717e-39
35	-2.39193e-38
36	1.25091e-37
37	-5.96569e-37
38	2.67329e-36
39	-1.1425e-35
40	4.696e-35
41	-1.86589e-34
42	7.19044e-34
43	-2.69332e-33
44	9.82055e-33
45	-3.48936e-32
46	1.20901e-31
47	-4.08689e-31
48	1.34825e-30
49	-4.34143e-30
50	1.36458e-29
51	-4.18643e-29
52	1.25342e-28
53	-3.66135e-28
54	1.04307e-27
55	-2.89655e-27
56	7.83519e-27
57	-2.06264e-26
58	5.27817e-26
59	-1.31079e-25
60	3.15227e-25
61	-7.31845e-25
62	1.63294e-24
63	-3.47755e-24
64	6.98827e-24
65	-1.29767e-23
66	2.12981e-23
67	-2.7255e-23
68	1.14545e-23
69	8.57271e-23
70	-4.23581e-22
71	1.39102e-21
72	-3.87582e-21
73	9.79621e-21
74	-2.31047e-20
75	5.16053e-20
76	-1.10111e-19
77	2.25713e-19
78	-4.46228e-19
79	8.53187e-19
80	-1.58098e-18
81	2.84382e-18
82	-4.97191e-18
83	8.45734e-18
84	-1.40086e-17
85	2.26105e-17
86	-3.55816e-17
87	5.46206e-17
88	-8.1825e-17
89	1.19666e-16
90	-1.70902e-16
91	2.3842e-16
92	-3.24986e-16
93	4.32934e-16
94	-5.63788e-16
95	7.17882e-16
96	-8.94018e-16
97	1.08925e-15
98	-1.29883e-15
99	1.51643e-15
100	-1.73457e-15
101	1.94539e-15
102	-2.14154e-15
103	2.31724e-15
104	-2.46933e-15
105	2.59808e-15
106	-2.70764e-15
107	2.80703e-15
108	-2.90873e-15
109	3.02841e-15
110	-3.18326e-15
111	3.3916e-15
112	-3.67045e-15
113	4.03403e-15
114	-4.49197e-15
115	5.04801e-15
116	-5.69902e-15
117	6.43422e-15
118	-7.23534e-15
119	8.07686e-15
120	-8.92731e-15
121	9.75064e-15
122	-1.05086e-14
123	1.11626e-14
124	-1.16771e-14
125	1.20208e-14
126	-1.21699e-14
127	1.21088e-14
128	-1.18327e-14
129	1.13479e-14
130	-1.06727e-14
131	9.83675e-15
132	-8.87784e-15
133	7.83739e-15
134	-6.75568e-15
135	5.66953e-15
136	-4.61327e-15
137	3.62049e-15
138	-2.72226e-15
139	1.94114e-15
140	-1.28558e-15
141	7.51401e-16
142	-3.30014e-16
143	1.49494e-17
144	2.00625e-16
145	-3.30988e-16
146	3.9825e-16
147	-4.23051e-16
148	4.16752e-16
149	-3.85155e-16
150	3.37672e-16
151	-2.87631e-16
152	2.43125e-16
153	-2.02786e-16
154	1.63658e-16
155	-1.28899e-16
156	1.03499e-16
157	-8.58203e-17
158	6.97511e-17
159	-5.38873e-17
160	4.22617e-17
161	-3.57963e-17
162	2.98418e-17
163	-2.18263e-17
