0	0	1.13977e-05
0	1	1.00291e-05
0	2	7.94734e-06
0	3	5.78045e-06
0	4	3.90449e-06
0	5	2.46884e-06
0	6	1.47e-06
0	7	8.2741e-07
0	8	4.42088e-07
0	9	2.24469e-07
0	10	1.08852e-07
0	11	5.02435e-08
0	12	2.23133e-08
0	13	9.39492e-09
0	14	3.85191e-09
0	15	1.49003e-09
0	16	5.48389e-10
0	17	2.2639e-10
0	18	3.29981e-11
0	19	6.99533e-11
0	20	-4.68247e-11
0	21	6.19347e-11
0	22	-6.18815e-11
0	23	6.34133e-11
0	24	-6.15765e-11
0	25	5.79923e-11
0	26	-5.24384e-11
0	27	4.52582e-11
0	28	-3.66831e-11
0	29	2.70056e-11
0	30	-1.6527e-11
0	31	5.5632e-12
0	32	5.5632e-12
0	33	-1.6527e-11
0	34	2.70056e-11
0	35	-3.66831e-11
0	36	4.52582e-11
0	37	-5.24384e-11
0	38	5.79923e-11
0	39	-6.15765e-11
0	40	6.34133e-11
0	41	-6.18815e-11
0	42	6.19347e-11
0	43	-4.68247e-11
0	44	6.99533e-11
0	45	3.29981e-11
0	46	2.2639e-10
0	47	5.48389e-10
0	48	1.49003e-09
0	49	3.85191e-09
0	50	9.39492e-09
0	51	2.23133e-08
0	52	5.02435e-08
0	53	1.08852e-07
0	54	2.24469e-07
0	55	4.42088e-07
0	56	8.2741e-07
0	57	1.47e-06
0	58	2.46884e-06
0	59	3.90449e-06
0	60	5.78045e-06
0	61	7.94734e-06
0	62	1.00291e-05
0	63	1.13977e-05

1	0	1.59307e-05
1	1	1.40443e-05
1	2	1.11662e-05
1	3	8.15755e-06
1	4	5.53923e-06
1	5	3.52365e-06
1	6	2.11199e-06
1	7	1.19743e-06
1	8	6.44689e-07
1	9	3.301e-07
1	10	1.614e-07
1	11	7.52377e-08
1	12	3.36732e-08
1	13	1.43697e-08
1	14	5.9076e-09
1	15	2.34575e-09
1	16	8.4561e-10
1	17	3.72301e-10
1	18	4.82314e-11
1	19	1.12608e-10
1	20	-6.97214e-11
1	21	9.05439e-11
1	22	-8.72045e-11
1	23	8.76767e-11
1	24	-8.35877e-11
1	25	7.76723e-11
1	26	-6.94612e-11
1	27	5.94382e-11
1	28	-4.78592e-11
1	29	3.5065e-11
1	30	-2.13922e-11
1	31	7.1898e-12
1	32	7.1898e-12
1	33	-2.13922e-11
1	34	3.5065e-11
1	35	-4.78592e-11
1	36	5.94382e-11
1	37	-6.94612e-11
1	38	7.76723e-11
1	39	-8.35877e-11
1	40	8.76767e-11
1	41	-8.72045e-11
1	42	9.05439e-11
1	43	-6.97214e-11
1	44	1.12608e-10
1	45	4.82314e-11
1	46	3.72301e-10
1	47	8.4561e-10
1	48	2.34575e-09
1	49	5.9076e-09
1	50	1.43697e-08
1	51	3.36732e-08
1	52	7.52377e-08
1	53	1.614e-07
1	54	3.301e-07
1	55	6.44689e-07
1	56	1.19743e-06
1	57	2.11199e-06
1	58	3.52365e-06
1	59	5.53923e-06
1	60	8.15755e-06
1	61	1.11662e-05
1	62	1.40443e-05
1	63	1.59307e-05

2	0	2.20869e-05
2	1	1.95086e-05
2	2	1.55624e-05
2	3	1.14195e-05
2	4	7.79518e-06
2	5	4.98869e-06
2	6	3.00996e-06
2	7	1.71898e-06
2	8	9.32575e-07
2	9	4.81505e-07
2	10	2.37389e-07
2	11	1.11732e-07
2	12	5.04169e-08
2	13	2.178e-08
2	14	9.00165e-09
2	15	3.64515e-09
2	16	1.30723e-09
2	17	5.93156e-10
2	18	8.00758e-11
2	19	1.71347e-10
2	20	-9.62979e-11
2	21	1.2613e-10
2	22	-1.17488e-10
2	23	1.16618e-10
2	24	-1.09476e-10
2	25	1.00627e-10
2	26	-8.91487e-11
2	27	7.57286e-11
2	28	-6.06276e-11
2	29	4.42347e-11
2	30	-2.69123e-11
2	31	9.03274e-12
2	32	9.03274e-12
2	33	-2.69123e-11
2	34	4.42347e-11
2	35	-6.06276e-11
2	36	7.57286e-11
2	37	-8.91487e-11
2	38	1.00627e-10
2	39	-1.09476e-10
2	40	1.16618e-10
2	41	-1.17488e-10
2	42	1.2613e-10
2	43	-9.62979e-11
2	44	1.71347e-10
2	45	8.00758e-11
2	46	5.93156e-10
2	47	1.30723e-09
2	48	3.64515e-09
2	49	9.00165e-09
2	50	2.178e-08
2	51	5.04169e-08
2	52	1.11732e-07
2	53	2.37389e-07
2	54	4.81505e-07
2	55	9.32575e-07
2	56	1.71898e-06
2	57	3.00996e-06
2	58	4.98869e-06
2	59	7.79518e-06
2	60	1.14195e-05
2	61	1.55624e-05
2	62	1.95086e-05
2	63	2.20869e-05

3	0	3.03764e-05
3	1	2.68816e-05
3	2	2.15157e-05
3	3	1.58578e-05
3	4	1.08822e-05
3	5	7.00644e-06
3	6	4.25551e-06
3	7	2.44798e-06
3	8	1.33825e-06
3	9	6.96717e-07
3	10	3.46371e-07
3	11	1.64574e-07
3	12	7.48935e-08
3	13	3.27237e-08
3	14	1.36213e-08
3	15	5.60048e-09
3	16	2.01827e-09
3	17	9.24906e-10
3	18	1.40516e-10
3	19	2.51987e-10
3	20	-1.25559e-10
3	21	1.69824e-10
3	22	-1.52907e-10
3	23	1.50538e-10
3	24	-1.39352e-10
3	25	1.26915e-10
3	26	-1.11498e-10
3	27	9.40978e-11
3	28	-7.49438e-11
3	29	5.44724e-11
3	30	-3.30575e-11
3	31	1.10814e-11
3	32	1.10814e-11
3	33	-3.30575e-11
3	34	5.44724e-11
3	35	-7.49438e-11
3	36	9.40978e-11
3	37	-1.11498e-10
3	38	1.26915e-10
3	39	-1.39352e-10
3	40	1.50538e-10
3	41	-1.52907e-10
3	42	1.69824e-10
3	43	-1.25559e-10
3	44	2.51987e-10
3	45	1.40516e-10
3	46	9.24906e-10
3	47	2.01827e-09
3	48	5.60048e-09
3	49	1.36213e-08
3	50	3.27237e-08
3	51	7.48935e-08
3	52	1.64574e-07
3	53	3.46371e-07
3	54	6.96717e-07
3	55	1.33825e-06
3	56	2.44798e-06
3	57	4.25551e-06
3	58	7.00644e-06
3	59	1.08822e-05
3	60	1.58578e-05
3	61	2.15157e-05
3	62	2.68816e-05
3	63	3.03764e-05

4	0	4.14437e-05
4	1	3.67456e-05
4	2	2.95093e-05
4	3	2.1846e-05
4	4	1.50711e-05
4	5	9.76222e-06
4	6	5.9688e-06
4	7	3.4585e-06
4	8	1.90521e-06
4	9	1.0001e-06
4	10	5.01386e-07
4	11	2.40451e-07
4	12	1.10382e-07
4	13	4.87498e-08
4	14	2.04629e-08
4	15	8.51766e-09
4	16	3.10378e-09
4	17	1.42008e-09
4	18	2.48138e-10
4	19	3.62802e-10
4	20	-1.55491e-10
4	21	2.22981e-10
4	22	-1.9341e-10
4	23	1.89657e-10
4	24	-1.73206e-10
4	25	1.56498e-10
4	26	-1.36418e-10
4	27	1.1444e-10
4	28	-9.07043e-11
4	29	6.56932e-11
4	30	-3.97724e-11
4	31	1.33167e-11
4	32	1.33167e-11
4	33	-3.97724e-11
4	34	6.56932e-11
4	35	-9.07043e-11
4	36	1.1444e-10
4	37	-1.36418e-10
4	38	1.56498e-10
4	39	-1.73206e-10
4	40	1.89657e-10
4	41	-1.9341e-10
4	42	2.22981e-10
4	43	-1.55491e-10
4	44	3.62802e-10
4	45	2.48138e-10
4	46	1.42008e-09
4	47	3.10378e-09
4	48	8.51766e-09
4	49	2.04629e-08
4	50	4.87498e-08
4	51	1.10382e-07
4	52	2.40451e-07
4	53	5.01386e-07
4	54	1.0001e-06
4	55	1.90521e-06
4	56	3.4585e-06
4	57	5.9688e-06
4	58	9.76222e-06
